id,artist,song,difficulty,seizure_warning,description,max_bpm,min_bpm,last_updated,single_player,two_player,thumb,url,url2,icon,hue,tags,authors,has_classics,has_oneshots,has_squareshots,has_swing,has_freetimes,has_holds,source_id,source_iid,id:1,uploaded,approval,kudos
FzJcXop1MykE4irAGGt8Kg,Dedf1sh,#8 regret,0,0,this was supposed to be a level similar to 2-1 and then spiffy told me to make it gay im sorry RDL,80.0,80.0,1617559994,1,0,https://codex.rhythm.cafe/78aKmFJQicsnZewhqVv1JB.png,https://cdn.discordapp.com/attachments/611380148431749151/828483674902757386/Dedf1sh_-_8_regret.rdzip,https://codex.rhythm.cafe/VfHNuCW5mYTqMwnupNtZJ3.rdzip,https://codex.rhythm.cafe/3fBY37fVuLcJXiDSDShkHv.png,0.83,"[""splatoon 2"",""regret"",""i dont even wanna tag this properly"",""imagine looking for a custom level of this and its just me being self indulgent because someone told me to""]","[""TatonSlice""]",0,1,0,0,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/828483674902757386/Dedf1sh_-_8_regret.rdzip,FzJcXop1MykE4irAGGt8Kg,1636984107,10,0
G1wNEgFaLoqE9Y2cxYBfXY,Masayoshi Minoshima,Bad Apple!! feat. nomico (PV),0,0,"Bad Apple PV, imported in Rhythm Doctor, in a 12x6 screen!",138.0,138.0,1622945892,1,0,https://codex.rhythm.cafe/2Hsm5FW2Y1ZKKfWgLPgt2U.png,https://cdn.discordapp.com/attachments/611380148431749151/850790147851288606/Masayoshi_Minoshima_-_Bad_Apple_feat._nomico_PV.rdzip,https://codex.rhythm.cafe/5hhviFQfMNSZZcCZu97RYT.rdzip,,0.67,"[""touhou"",""bad apple"",""art""]","[""KabanFriends""]",0,0,0,0,0,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/850790147851288606/Masayoshi_Minoshima_-_Bad_Apple_feat._nomico_PV.rdzip,G1wNEgFaLoqE9Y2cxYBfXY,1636984107,10,0
G2LvbeJFgEAkiWBxaa4gdR,Chopin (performed by fizzd),Op10No4 (but you have to play every beat),2,0,"Op10No4, but you have to play every note. Can you survive the onslaught of sixteen samurai?",200.0,50.0,1592664352,1,1,https://codex.rhythm.cafe/AzUBzbwNaXEq3hGjXPfCtc.png,https://cdn.discordapp.com/attachments/611380148431749151/723896557916651580/Chopin_performed_by_fizzd_-_Op10No4_but_you_have_to_play_every_beat.rdzip,https://codex.rhythm.cafe/XDJjWdivAZgprY9Xayoanp.rdzip,https://codex.rhythm.cafe/GMom21A5J5TBbA8ipV1a3A.png,0.0,"[""RDSRT""]","[""fizzd""]",1,0,0,0,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/723896557916651580/Chopin_performed_by_fizzd_-_Op10No4_but_you_have_to_play_every_beat.rdzip,G2LvbeJFgEAkiWBxaa4gdR,1636984107,10,0
G5hrDgTgW9SudKQfekEhu9,MARINA,Oh No!,1,0,"More like three-track heart lmao

THIS LEVEL CONTAINS SYNCOPATION AND FREEZESHOTS. Refer to the respective tutorials if you are not familiar with them please and thank you",127.0,127.0,1624133056,1,0,https://codex.rhythm.cafe/ECVRELc4vEa3yz8qVkVMkW.png,https://cdn.discordapp.com/attachments/611380148431749151/855856321501200404/MARINA_-_Oh_No.rdzip,https://codex.rhythm.cafe/3jwcdPEqhMykPB1fX9TcUW.rdzip,,0.9,"[""pop"",""1p"",""syncopation"",""freezeshots""]","[""megaman"",""Delta""]",1,1,0,1,1,1,rdl,https://cdn.discordapp.com/attachments/611380148431749151/855856321501200404/MARINA_-_Oh_No.rdzip,G5hrDgTgW9SudKQfekEhu9,1636984107,10,0
G5rQ1zKZ2H2RMWdS5aaz5y,Kurokotei,Nonbinarity,1,1,"Nonbinarity.
",175.0,175.0,1622142022,1,0,https://codex.rhythm.cafe/R6H1dMheZKhWXxAE9uhvdZ.png,https://cdn.discordapp.com/attachments/611380148431749151/847414257641717790/Kurokotei_-_Nonbinarity.rdzip,https://codex.rhythm.cafe/BXds6YDGVULbz5TYW6MMZg.rdzip,https://codex.rhythm.cafe/YqNCbP5q3e1kroZNi8bQR.png,0.75,"[""1p"",""Kurokotei""]","[""Appilia""]",1,0,0,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/847414257641717790/Kurokotei_-_Nonbinarity.rdzip,G5rQ1zKZ2H2RMWdS5aaz5y,1636984107,10,0
G7gqW4hBMAGbJkrGUkGbhM,The Go! Team,Buy Nothing Day,2,1,"What started out as a level inspired by the music video quickly became something way beyond that, enjoy!",145.0,140.5,1616397118,1,0,https://codex.rhythm.cafe/PG9iLgn5vArfWqmbGeqX7W.png,https://cdn.discordapp.com/attachments/611380148431749151/823514548295303168/The_Go_Team_-_Buy_Nothing_Day.rdzip,https://codex.rhythm.cafe/J6bgy55bzZSqdk7eXvPmT8.rdzip,https://codex.rhythm.cafe/5Gz8wgSeC2o2Ygjs66QVQb.png,0.5,"[""1p"",""negabloom"",""Rolling Blackouts""]","[""Bayou""]",1,1,1,0,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/823514548295303168/The_Go_Team_-_Buy_Nothing_Day.rdzip,G7gqW4hBMAGbJkrGUkGbhM,1636984107,10,0
G8oF48MbJYDiE7tbaA8JjS,bill wurtz,no,0,0,no,100.0,100.0,1617110726,1,0,https://codex.rhythm.cafe/CzoJrpUnVVckATyiqT4SKE.png,https://cdn.discordapp.com/attachments/611380148431749151/826507675709734923/bill_wurtz_-_no.rdzip,https://codex.rhythm.cafe/2pced9CxRDDeFvDci3Wpxm.rdzip,,0.0,"[""meme"",""short"",""1p"",""no""]","[""yoshikirby26""]",0,1,0,0,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/826507675709734923/bill_wurtz_-_no.rdzip,G8oF48MbJYDiE7tbaA8JjS,1636984107,10,0
G9qmtvQL1BPbjTmYAy2Sae,"Zac Efron, Zendaya",Rewrite the Stars,2,1,"Never stop Dreaming,
Always Remember.
'Believe' by Noche,
'Know You' by Lugi.",125.0,125.0,1567892560,1,0,https://codex.rhythm.cafe/5jmCLh3C4pcFkicSrrZRrz.png,https://cdn.discordapp.com/attachments/611380148431749151/625088255628673034/Zac_Efron_Zendaya_-_Rewrite_the_Stars.rdzip,https://codex.rhythm.cafe/TSV82XVtBbrjkLEPEgAhKJ.rdzip,https://codex.rhythm.cafe/MkRd45PnZkuxwqZw2rKVzW.png,0.46,"[""The Greatest Showman"",""slow"",""mashup""]","[""Xeno""]",1,1,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/625088255628673034/Zac_Efron_Zendaya_-_Rewrite_the_Stars.rdzip,G9qmtvQL1BPbjTmYAy2Sae,1636944855,10,0
GARS4xzuf7GtBSANFpsgEQ,dark cat (ft. juu & cinders),Bubble Tea,1,1,My first (non-meme) level! Hope y'all like it!,160.0,160.0,1610375438,1,0,https://codex.rhythm.cafe/KwtDedgLa7guWZxhFzGgXo.png,https://cdn.discordapp.com/attachments/611380148431749151/798277861484003409/dark_cat_ft._juu__cinders_-_Bubble_Tea.rdzip,https://codex.rhythm.cafe/CrLDkq1gAubJv98yzgPQH5.rdzip,,0.86,"[""1p"",""electronic"",""sugary""]","[""yoshikirby26""]",1,1,1,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/798277861484003409/dark_cat_ft._juu__cinders_-_Bubble_Tea.rdzip,GARS4xzuf7GtBSANFpsgEQ,1636984107,10,0
GB49PdZV74T9pYNh4wgvpy,Chipzel,Focus,1,0,"welcome to hell 2: now with less windowdance

(fixed hopefully???)",174.0,174.0,1618514134,1,0,https://codex.rhythm.cafe/Ls7EMJeA8vhQEv8GMmGU9V.png,https://cdn.discordapp.com/attachments/611380148431749151/832319400874999808/Chipzel_-_Focus.rdzip,https://codex.rhythm.cafe/M49RnNZvb8pkWTu8j3vi8.rdzip,https://codex.rhythm.cafe/2bFmfnka7oC2wnFi8mGpmr.png,0.1,"[""fast"",""chiptune"",""1p"",""hold beats"",""oh god oh heck oh frick""]","[""A Friendly Waddle Dee""]",1,1,1,0,0,1,rdl,https://cdn.discordapp.com/attachments/611380148431749151/832319400874999808/Chipzel_-_Focus.rdzip,GB49PdZV74T9pYNh4wgvpy,1636984107,10,0
GBdS4HUp1XCCKuyyu3k7Ja,sasakure.UK,Megalovania (sasakure.UK Remix),3,0,Do you wanna have a bad time?,280.0,280.0,1612131002,1,0,https://codex.rhythm.cafe/HtUWYVnrtNYhxYc1p9GP44.png,https://cdn.discordapp.com/attachments/611380148431749151/805441448417689611/sasakure.UK_-_Megalovania_sasakure.UK_Remix.rdzip,https://codex.rhythm.cafe/94L7RHr52izSigh3fxGG9.rdzip,https://codex.rhythm.cafe/7URfpcgZL9JKvyyxKwBbbz.png,0.69,"[""undertale"",""old"",""fast"",""swing"",""freetime""]","[""Helix"",""Zisos""]",1,0,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/805441448417689611/sasakure.UK_-_Megalovania_sasakure.UK_Remix.rdzip,GBdS4HUp1XCCKuyyu3k7Ja,1636984107,10,0
GGyeFsgpFTAFQZhqj6EW2N,Dimrain47,Infernoplex,2,1,*sigh*,175.0,175.0,1623157386,1,0,https://codex.rhythm.cafe/Y4epoCN9vXwhRNR3XNnX3R.png,https://cdn.discordapp.com/attachments/611380148431749151/851931775450087444/Dimrain47_-_Infernoplex.rdzip,https://codex.rhythm.cafe/R4pzfJ9f13XTz4ZdbZo2xG.rdzip,https://codex.rhythm.cafe/GTjFPo4SkY3PZn17VB4r2r.png,0.91,"[""1p""]","[""Provolone""]",1,1,0,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/851931775450087444/Dimrain47_-_Infernoplex.rdzip,GGyeFsgpFTAFQZhqj6EW2N,1636984107,10,0
GJKPBDxvfYKWcd5uKUsjWV,CG5,I See a Dreamer,2,1,"I see a dreamer over there by the water, but I got no kakorrhaphiophobia.

Huge thanks to Healion123 for playtesting the level, Pseuu for making and allowing the night and day scenes to be free to use and to Bayou and Symphony for giving feedback!",127.0,127.0,1623606522,1,0,https://codex.rhythm.cafe/Aqx9wy67vqaUomhrAzcMZa.png,https://cdn.discordapp.com/attachments/611380148431749151/853738746520272906/CG5_-_I_See_a_Dreamer.rdzip,https://codex.rhythm.cafe/CKxqbrK5yQ3Rd4fMdu8WPs.rdzip,,0.3,"[""1p"",""dream team"",""8-beat""]","[""1257Plays""]",1,1,1,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/853738746520272906/CG5_-_I_See_a_Dreamer.rdzip,GJKPBDxvfYKWcd5uKUsjWV,1636984107,10,0
GLbfQ8vEK4DSVHWjjKUTMZ,Kyle Gabler,You Will Be Evaluated (Night Shift),2,0,"Handle these patients with care, and ignore the CPU interference.",130.0,130.0,1594759898,1,0,https://codex.rhythm.cafe/RKS4f9p5JKi3NybsFks35p.png,https://cdn.discordapp.com/attachments/611380148431749151/732762527158501435/You_Will_Be_Evaluated_Night_Shift.rdzip,https://codex.rhythm.cafe/BcAw3jtPmxAzgzJdDjKN8W.rdzip,https://codex.rhythm.cafe/HCjWZWvdPb2oYHJAwfNGUG.png,0.62,"[""RDRPG"",""oh boy 3am"",""night shift""]","[""SpikedJackson"",""ThatOneGuy"",""WillFlame"",""definitely_not_HIM""]",1,1,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/732762527158501435/You_Will_Be_Evaluated_Night_Shift.rdzip,GLbfQ8vEK4DSVHWjjKUTMZ,1636984107,10,0
GM84Ft8cbcHi9g9C8HmatW,Insomniac VS The World,Cutscene 1,0,0,Cutscene 1,100.0,100.0,1577656542,1,0,https://codex.rhythm.cafe/DqHae1JNhSqW98q2xN7Cyf.png,https://cdn.discordapp.com/attachments/611380148431749151/661039717831278592/Insomniac_VS_The_World_-_Cutscene_1.rdzip,https://codex.rhythm.cafe/MEv9ZcxdHs54z5pTYiUHi2.rdzip,,0.09,"[""ivtw"",""cutscene""]","[""DPS2004""]",0,0,0,0,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/661039717831278592/Insomniac_VS_The_World_-_Cutscene_1.rdzip,GM84Ft8cbcHi9g9C8HmatW,1636984107,10,0
GMb6du6i2yraYbiULLr6QX,意味立て,B,1,1,<color=#333333>wwwwwwwwwww</color>,280.0,140.0,1569716440,1,0,https://codex.rhythm.cafe/8PVqEvK3uUfLzgrctyxr1a.png,https://cdn.discordapp.com/attachments/611380148431749151/627646547324174367/-_B.rdzip,https://codex.rhythm.cafe/MK5HwBr7mcziq2q9e4p1N3.rdzip,https://codex.rhythm.cafe/CjhoQV9aiQpqpWjchQffSZ.png,0.61,"[""B"",""HoM""]","[""NotDonte""]",1,1,1,1,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/627646547324174367/-_B.rdzip,GMb6du6i2yraYbiULLr6QX,1636940011,10,0
GN4hGJcKfo1dP8yNvucLHQ,Strangerous/HappeningS,stormy nights - the tape i found in the attic,1,0,"Brew & Ting appear to both be exhibiting irregular heart patterns during the storm, it is advised that you should see to them at once.",116.0,116.0,1621183262,1,0,https://codex.rhythm.cafe/JLW8t7b4V5eMRNKGPktz1M.png,https://cdn.discordapp.com/attachments/611380148431749151/843609768198930512/Stormy_Nights.rdzip,https://codex.rhythm.cafe/TXczK6MteP3ZJs6J1nDE9j.rdzip,,0.66,"[""lo-fi"",""piano"",""rain""]","[""Shmick""]",1,0,0,1,0,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/843609768198930512/Stormy_Nights.rdzip,GN4hGJcKfo1dP8yNvucLHQ,1636984107,10,0
GNw5UgCUX6KTjD9xVH7e8G,Matchbox Twenty,How Far We've Come,2,1,"A brief history of the Rhythm Doctor community. Let's see how far we've come.
--
Untitled Team's Round 7 level, ""Community Remix""",166.0,166.0,1605756672,1,1,https://codex.rhythm.cafe/7NMnnMP9WuwydXLyb4gavu.png,https://cdn.discordapp.com/attachments/611380148431749151/778835487787319327/Matchbox_Twenty_-_How_Far_Weve_Come.rdzip,https://codex.rhythm.cafe/XtpsY7JqsesP1GJLXQDjm1.rdzip,https://codex.rhythm.cafe/T2JLfmPjJFnFZPu6p78Lvg.png,0.4,"[""Untitled Team"",""RDRPG"",""Pop"",""Exile on Mainstream"",""Community Remix""]","[""Kin"",""Xeno"",""MarioMak967""]",1,1,1,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/778835487787319327/Matchbox_Twenty_-_How_Far_Weve_Come.rdzip,GNw5UgCUX6KTjD9xVH7e8G,1636984107,10,0
GQL1Gs1q3TLdFvWpxo6VmX,Jumper,Solar Wind,1,1,"""I thought the pain was over...""

- - - - - -

Credits to Xeno and Kin for giving me small criticism about the level! <3",130.0,130.0,1604867130,1,0,https://codex.rhythm.cafe/7Gse4v9iSzSFQMgRb1mM2B.png,https://cdn.discordapp.com/attachments/611380148431749151/775079479256154142/Jumper_-_Solar_Wind.rdzip,https://codex.rhythm.cafe/SV5gMS3SSiRKrpR1gYgCWb.rdzip,https://codex.rhythm.cafe/KtdEmDNjd1uBL6JkFFkZ2.png,0.04,"[""space"",""1p"",""sun"",""solar""]","[""JackArbor""]",1,1,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/775079479256154142/Jumper_-_Solar_Wind.rdzip,GQL1Gs1q3TLdFvWpxo6VmX,1636984107,10,0
GRuoxzmFGqKCp2KP2rtQcA,Giga-P feat. REOL,ヒビカセ,2,1,"I can't help but desire connection, even if we're not the same.",140.0,140.0,1598645358,1,1,https://codex.rhythm.cafe/99Z1T2ziwXbWFW9FrGead6.png,https://cdn.discordapp.com/attachments/611380148431749151/749019486044160161/Giga-P_feat._REOL_-_Hibikase.rdzip,https://codex.rhythm.cafe/297UZq2wsuyy6JjpqW7tUJ.rdzip,https://codex.rhythm.cafe/GyPg6TuD3qooisd8tCntj6.png,0.17,"[""hibikase"",""resonate"",""EDM"",""techno"",""vocaloid"",""reol"",""giga"",""2p""]","[""vincentw""]",1,1,1,0,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/749019486044160161/Giga-P_feat._REOL_-_Hibikase.rdzip,GRuoxzmFGqKCp2KP2rtQcA,1636984107,10,0
GVv72rpkUN5xxGyp4Ja26R,Madeon,Pop Culture,2,0,Pop Culture is a mashup made by Madeon consisting of 39 songs.,125.0,125.0,1621957612,1,0,https://codex.rhythm.cafe/idpaKuwF5i7VvChWCDPVE.png,https://cdn.discordapp.com/attachments/611380148431749151/846837073222828032/Madeon_-_Pop_Culture.rdzip,https://codex.rhythm.cafe/W2c9eNUquHaoE5aHUMCEL1.rdzip,https://codex.rhythm.cafe/972JbyZkktEZXyHchNXZbx.png,0.28,"[""1p"",""mashup"",""edm""]","[""Vyra""]",1,1,1,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/846837073222828032/Madeon_-_Pop_Culture.rdzip,GVv72rpkUN5xxGyp4Ja26R,1636984107,10,0
GYQtN8swPtdKwX7dvh17na,Step,Morocco,1,0,"A wandering treasure hunter stumbles upon an ancient tomb, guarded by the spirit of a mysterious warrior...
[Third place in the ""smol"" contest!]",90.0,90.0,1569778572,1,0,https://codex.rhythm.cafe/JtBARGLLDr9cuLGFpW2CtN.png,https://cdn.discordapp.com/attachments/611380148431749151/627983361817968681/Step_-_Morocco.rdzip,https://codex.rhythm.cafe/Umv2mM6fbkjXvDPfdUMf5t.rdzip,https://codex.rhythm.cafe/DoQouvSxfcRctpUvYvMQLx.png,0.12,"[""compo 12"",""smol"",""traditional"",""step""]","[""noche""]",1,1,0,0,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/627983361817968681/Step_-_Morocco.rdzip,GYQtN8swPtdKwX7dvh17na,1636984107,10,0
GZ5aWqa7Cves2AAdBDKrWd,Neal Hefti,Batman Theme,0,0,Na na na na na na na na...,158.0,158.0,1597598038,1,0,https://codex.rhythm.cafe/7vS6VfxMy6apUmZqG7Nfr5.png,https://cdn.discordapp.com/attachments/611380148431749151/744665734168444928/Neal_Hefti_-_Batman_Theme.rdzip,https://codex.rhythm.cafe/4tpiqVV7iBkKP9qL64wTWe.rdzip,https://codex.rhythm.cafe/UojZNPMX9HmuLGmGVeMaFm.png,0.58,"[""Batman"",""cartoon"",""60s"",""surf rock"",""squareshot"",""TV"",""RDVS""]","[""MarioMak967""]",0,0,1,0,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/744665734168444928/Neal_Hefti_-_Batman_Theme.rdzip,GZ5aWqa7Cves2AAdBDKrWd,1636984107,10,0
Gajn5KNK88WMNxcp2ryFZ,Louie Zong,Countryside Drive,0,0,"Logan heads home under snowfall.
Second place in Competition 10: Winter's Chill.",83.0,78.5,1612212694,1,0,https://codex.rhythm.cafe/8H5zJt6dYZC3tCwsmMpADU.png,https://cdn.discordapp.com/attachments/611380148431749151/805798862207320124/Louie_Zong_-_Countryside_Drive.rdzip,https://codex.rhythm.cafe/WJxknJnhYFRWWC5vzkqTQQ.rdzip,https://codex.rhythm.cafe/ULqVyF7AZ6yeUPk19F8Sy1.png,0.57,"[""Competition 10"",""Compo10"",""Winter"",""Snow""]","[""Fancybread""]",1,1,0,1,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/805798862207320124/Louie_Zong_-_Countryside_Drive.rdzip,Gajn5KNK88WMNxcp2ryFZ,1636984107,10,0
GcVmyujwx5i3SqPpxJU3Dp,Davie504,EXTREMELY FAST BASS,3,0,"Chopin, but B A S S. (hard)",185.0,185.0,1568416812,1,0,https://codex.rhythm.cafe/dQouAxEvupSE5VQ6cok6o.png,https://cdn.discordapp.com/attachments/611380148431749151/622255448833261569/Davie504_-_EXTREMELY_FAST_BASS.rdzip,https://codex.rhythm.cafe/JqXe2rHKfdTrTTLHUENbC3.rdzip,https://codex.rhythm.cafe/Xvtf4C2VeV8s5BX7qQCWWU.png,0.06,"[""fast"",""chopin"",""B A S S""]","[""LeoMassaFM""]",1,0,0,0,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/622255448833261569/Davie504_-_EXTREMELY_FAST_BASS.rdzip,GcVmyujwx5i3SqPpxJU3Dp,1636944855,10,0
Gd7Skxu6fS22QYnczKMuh4,"Sam Houghton, Joe Collinson",The Crypt,2,1,The Crypts are an unforgiving place...,176.0,176.0,1622634738,1,0,https://codex.rhythm.cafe/2MLzT3r5gs2bFggtuKu3cq.png,https://cdn.discordapp.com/attachments/611380148431749151/849692417920729098/Sam_Houghton_Joe_Collinson_-_The_Crypt.rdzip,https://codex.rhythm.cafe/VQLry4iTq8vmS4mAyZU8EL.rdzip,https://codex.rhythm.cafe/7nXBfpyAMbEddmASomMtb2.png,0.07,"[""gimmick"",""BPM"",""Bullets Per Minute"",""slow"",""game""]","[""Big Ounce""]",1,1,0,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/849692417920729098/Sam_Houghton_Joe_Collinson_-_The_Crypt.rdzip,Gd7Skxu6fS22QYnczKMuh4,1636984107,10,0
GdtbbNqzWfZ67jqxW37JpZ,Miracle Musical,Variations on a Cloud,1,0,"Ladies and gentlemen, please why don't we..",144.0,144.0,1619658242,1,0,https://codex.rhythm.cafe/G3iusm2MQ7rKKvhQGTooA8.png,https://cdn.discordapp.com/attachments/611380148431749151/837208694634709002/Miracle_Musical_-_Variations_on_a_Cloud.rdzip,https://codex.rhythm.cafe/CVgWGwQzb4SR85KckeCLCz.rdzip,https://codex.rhythm.cafe/DXMwMsWfw2fwRQHo5fjCdQ.png,0.51,"[""simple"",""1p"",""8beat""]","[""RubysArt_""]",1,0,0,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/837208694634709002/Miracle_Musical_-_Variations_on_a_Cloud.rdzip,GdtbbNqzWfZ67jqxW37JpZ,1636984107,10,0
Ge54yz3kH3fXdSarwpuiXa,ARM (IOSYS),Streak,1,0,3rd place in Competition 15: smol 2. <color=#95E600>+</color> / <color=#2C2E29>-</color> ?,150.0,150.0,1588316148,1,0,https://codex.rhythm.cafe/8F11fKwSNboReBxycThWaP.png,https://cdn.discordapp.com/attachments/611380148431749151/705580225714716682/ARM_IOSYS_-_Streak.rdzip,https://codex.rhythm.cafe/XAzDL1UQu4hZhQ1CVWN8XS.rdzip,https://codex.rhythm.cafe/89AoTuwTb2SGrgbFtdZF2M.png,0.22,"[""compo15"",""smol 2"",""maimai"",""halfpipe tokyo"",""joypolis"",""3rd""]","[""vincentw""]",1,1,1,0,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/705580225714716682/ARM_IOSYS_-_Streak.rdzip,Ge54yz3kH3fXdSarwpuiXa,1636984107,10,0
GfZmEdip8vT7jh9asdjDda,meganeko,Kosmonaut,1,0,"[kRDRPG Session 0]
[Cosmic Chorus Sonic route #1]",150.0,150.0,1623179098,1,0,https://codex.rhythm.cafe/WG7d2DcMJFei95rm1sVoJr.png,https://cdn.discordapp.com/attachments/611380148431749151/851770562979168306/meganeko_-_Kosmonaut.rdzip,https://codex.rhythm.cafe/KvHDGWcNehHpzgubXX8Srr.rdzip,,0.74,"[""kRDRPG"",""Cosmic Chorus"",""Journey""]","[""Purple0702"",""무명악보""]",1,1,0,1,0,1,rdl,https://cdn.discordapp.com/attachments/611380148431749151/851770562979168306/meganeko_-_Kosmonaut.rdzip,GfZmEdip8vT7jh9asdjDda,1636984107,10,0
GghN8aeFtCP9vsZtxTCFzL,Scott the Woz,It's Mario Kart Again,0,0,"(r19 version)
Insomniac revisits his childhood with Mario Kart 7.",170.0,170.0,1614452538,1,0,https://codex.rhythm.cafe/QqmdcCUYah5nTp4sYgbUWR.png,https://cdn.discordapp.com/attachments/611380148431749151/815373852803596339/Scott_the_Woz_-_Its_Mario_Kart_Again_r19.rdzip,https://codex.rhythm.cafe/GjknucXQrpdFNrNjCMuWqh.rdzip,,0.65,"[""r19"",""meme"",""mario kart"",""mario kart"",""1p"",""short""]","[""yoshikirby26""]",1,0,0,0,0,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/815373852803596339/Scott_the_Woz_-_Its_Mario_Kart_Again_r19.rdzip,GghN8aeFtCP9vsZtxTCFzL,1636984107,10,0
GgkWjsnvu4kSZ8BZUyQRjG,LAUR,Absolute Domination,3,1,"The difficulty curve on this level is wack, good luck.",218.0,218.0,1584296906,1,0,https://codex.rhythm.cafe/2cRDdWBQb8Ay9Hi2zrApzj.png,https://cdn.discordapp.com/attachments/611380148431749151/688816382464491556/LAUR_-_Absolute_Domination.rdzip,https://codex.rhythm.cafe/QyPoiqRgmVnGqLyt6bjnRQ.rdzip,,0.14,[],"[""Seven""]",1,0,0,1,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/688816382464491556/LAUR_-_Absolute_Domination.rdzip,GgkWjsnvu4kSZ8BZUyQRjG,1636984107,10,0
GiWJEQMifPgYrCh1wFB5hq,NF,DRIFTING,2,0,Every trying time can be made through.,84.0,84.0,1621589070,1,0,https://codex.rhythm.cafe/A5M9o2xe7sHHwJa4kHxLnQ.png,https://cdn.discordapp.com/attachments/611380148431749151/845200684386615296/NF_-_DRIFTING.rdzip,https://codex.rhythm.cafe/NWw9ZrF9ukaEgzqGqftEJE.rdzip,https://codex.rhythm.cafe/Dkaurj5KBSm48ThfGoAnRi.png,0.59,"[""driftin"",""NF"",""nf"",""drifting"",""inspirational"",""rap"",""hiphop"",""clouds"",""fun""]","[""Vodcat""]",1,1,0,1,0,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/845200684386615296/NF_-_DRIFTING.rdzip,GiWJEQMifPgYrCh1wFB5hq,1636984107,10,0
Gjc7CJL4oWUJTYncp8Mgxt,はるまきごはん feat.初音ミク,メルティランドナイトメア,2,0,"Made for Round 10 of RDRPG.

Prompts: Dream, Sky, Two-Handed",140.0,140.0,1605460312,0,1,https://codex.rhythm.cafe/9655HngknLJhRwKBYCrgQQ.png,https://cdn.discordapp.com/attachments/611380148431749151/777708379682373642/Harumaki_Gohan_-_Melty_Land_Nightmare.rdzip,https://codex.rhythm.cafe/S7AYJxoE8a3YU7jFdUXaHW.rdzip,https://codex.rhythm.cafe/QeuCK9WiGLwtup1hfnKy4U.png,0.9,"[""Harumaki Gohan"",""Melty Land Nightmare"",""vocaloid"",""miku"",""gimmick"",""2p"",""RDRPG"",""i'm dying squirtle""]","[""lugi"",""Seven"",""Qerewe""]",1,0,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/777708379682373642/Harumaki_Gohan_-_Melty_Land_Nightmare.rdzip,Gjc7CJL4oWUJTYncp8Mgxt,1636984107,10,0
