id,artist,song,difficulty,seizure_warning,description,max_bpm,min_bpm,last_updated,single_player,two_player,thumb,url,url2,icon,hue,tags,authors,has_classics,has_oneshots,has_squareshots,has_swing,has_freetimes,has_holds,source_id,source_iid,id:1,uploaded,approval,kudos
14fToC1BqdAnoZpoB59fN,CERiNG,frail,1,1,"A lost woman's memories, laid bare.
Intro character sprite by noche.",140.0,140.0,1600784110,1,0,https://codex.rhythm.cafe/GXgz1wPMyMTCMVYEayhigs.png,https://cdn.discordapp.com/attachments/611380148431749151/757953375953485923/CERiNG_-_frail.rdzip,https://codex.rhythm.cafe/ALrSLhCKdpXiRVsivi2Xt5.rdzip,https://codex.rhythm.cafe/Wqn4txPvrM3FLHDXgnuaNx.png,0.07,"[""CUBE????""]","[""Samario"",""Xeno""]",1,1,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/757953375953485923/CERiNG_-_frail.rdzip,14fToC1BqdAnoZpoB59fN,1636984107,10,0
14fmyRsqxAxr4qDX41FGjR,Chongo,Once Upon The Beginning,1,0,Welcome to the beginning.,65.5,65.5,1578685742,1,0,https://codex.rhythm.cafe/Kd4WqtbhbyxprA7t6xkXLK.png,https://cdn.discordapp.com/attachments/611380148431749151/665372213381431306/Chongo_-_Once_Upon_The_Beginning.rdzip,https://codex.rhythm.cafe/6iaVKuMXNm1NY6fdfALPhS.rdzip,,0.0,[],"[""Goldfish22""]",1,0,0,0,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/665372213381431306/Chongo_-_Once_Upon_The_Beginning.rdzip,14fmyRsqxAxr4qDX41FGjR,1636984107,10,0
17JpC3R2pPxHsPGdNcTuse,Rozebud,LOVE VIBE,2,0,"INTRODUCING THE VIBE CHECKER 9000, FAILS 0% OF THE TIME AND FLAWLESSLY (AND PAINLESSLY) CHECKS THE VIBE OF A PATIENT.	",114.0,114.0,1612964626,1,0,https://codex.rhythm.cafe/DpSpdE8WNaAReqmHwEuMvo.png,https://cdn.discordapp.com/attachments/611380148431749151/809147841481146388/Rozebud_-_LOVE_VIBE.rdzip,https://codex.rhythm.cafe/L99KB9wGwC45WicNmTLZgX.rdzip,,0.89,"[""long"",""1p"",""chill""]","[""Big Ounce""]",1,1,0,0,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/809147841481146388/Rozebud_-_LOVE_VIBE.rdzip,17JpC3R2pPxHsPGdNcTuse,1636984107,10,0
1fzwCa7Th6X9Sxae3ss89,maritumix,514,2,0,"Beats from the subconscious...
RDSRT 2 Block C REVENGEANCE",160.0,135.0,1584290610,1,0,https://codex.rhythm.cafe/YAkCpKKTN41y3nNyJkTNtr.png,https://cdn.discordapp.com/attachments/611380148431749151/691419010830696448/maritumix_-_514_Revengeance.rdzip,https://codex.rhythm.cafe/PzuU459MnyrNaRf1sN6tyC.rdzip,https://codex.rhythm.cafe/PidfcYdhF8kFxn7Gfu3pYw.png,0.42,"[""RDSRT2"",""Touhou""]","[""void""]",1,0,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/691419010830696448/maritumix_-_514_Revengeance.rdzip,1fzwCa7Th6X9Sxae3ss89,1636108593,10,0
22JqKHH7yxNbGUuTabMaad,Toby Fox,Amalgam,1,1,"Ajd la daje ad ajsr ak? lr audo si eo'r irj!
Akdlfo alsl a;s o wa!",180.0,180.0,1610161840,1,0,https://codex.rhythm.cafe/9gxrYkSCj4eyXTnEkw8kSH.png,https://cdn.discordapp.com/attachments/611380148431749151/797377480117452807/Toby_Fox_-_Amalgam.rdzip,https://codex.rhythm.cafe/8GJqEoGVG3S6EnkWPpagyR.rdzip,,0.35,"[""earthbound"",""mother"",""undertale"",""weird\nmher\r\nweird\r\nundertale""]","[""Het""]",1,1,0,0,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/797377480117452807/Toby_Fox_-_Amalgam.rdzip,22JqKHH7yxNbGUuTabMaad,1636984107,10,0
25h4wRLrtsj82XwYNjYZQa,Stijn van Wakeren,Long Way From the Fairway,1,1,Welcome to W?nd!r W@ck$ts!,170.0,170.0,1600530920,1,0,https://codex.rhythm.cafe/A3gfaku3XjzAeSgHBXCZCN.png,https://cdn.discordapp.com/attachments/611380148431749151/757012244180762654/Stijn_van_Wakeren_-_Long_Way_From_the_Fairway.rdzip,https://codex.rhythm.cafe/WfffFG2ow3dJdGNpQGaEwp.rdzip,,0.66,"[""glitch"",""compo"",""smol""]","[""Spriter""]",1,1,0,0,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/757012244180762654/Stijn_van_Wakeren_-_Long_Way_From_the_Fairway.rdzip,25h4wRLrtsj82XwYNjYZQa,1636940011,10,0
25z73mT2vj5TpMu5wfveaQ,Set It Off,Killer in the Mirror,2,1,"(explicit lyrics!)
never let your guard down",180.0,180.0,1597499338,1,0,https://codex.rhythm.cafe/P2R5s56czLjhg3FeiGL2ZY.png,https://cdn.discordapp.com/attachments/611380148431749151/744701874728468541/Set_It_Off_-_Killer_in_the_Mirror.rdzip,https://codex.rhythm.cafe/XvmE5JU5cbQE3yUd96be53.rdzip,https://codex.rhythm.cafe/3dzvAzzLMFbp9PaHUnYcz7.png,0.6,"[""alternative"",""rock"",""rdvs""]","[""okamii""]",1,1,1,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/744701874728468541/Set_It_Off_-_Killer_in_the_Mirror.rdzip,25z73mT2vj5TpMu5wfveaQ,1636984107,10,0
271UfVVqSV7vw1TmZcw4gR,Riya,Artificial Chariot,1,0,Original from A Dance of Fire and Ice,320.0,160.0,1616698890,1,0,https://codex.rhythm.cafe/TTv7PftKqjrdk6Li6W9cve.png,https://cdn.discordapp.com/attachments/611380148431749151/824720377530941470/Riya_-_Artificial_Chariot.rdzip,https://codex.rhythm.cafe/HbEC5tKr5yYWUCw82d2mpQ.rdzip,https://codex.rhythm.cafe/4M86SiJx8jvQM2E96N51QB.png,0.74,"[""adofai"",""riya"",""tvhead"",""bios""]","[""ZesT""]",1,1,0,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/824720377530941470/Riya_-_Artificial_Chariot.rdzip,271UfVVqSV7vw1TmZcw4gR,1636984107,10,0
274QGx8M5jy82GRQHRf1rC,ak+q,radiance of cathartika,1,0,,186.0,186.0,1613936944,1,0,https://codex.rhythm.cafe/LVgt6ATDiu7LUDCF12od2U.png,https://cdn.discordapp.com/attachments/611380148431749151/813135406798995516/akq_-_radiance_of_cathartika.rdzip,https://codex.rhythm.cafe/5r7T84V87E3LBBRxj6Hvuf.rdzip,,0.98,[],"[""moplo""]",1,0,0,1,0,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/813135406798995516/akq_-_radiance_of_cathartika.rdzip,274QGx8M5jy82GRQHRf1rC,1636984107,10,0
28fbDqhteri5mfJcQZ9mJA,Various,Classy Medley,1,1,"4th in Competition 7: ""Medley/Mashup""
The annual 'Classica Musica' gathering has begun, although someone else has other plans...",138.0,98.5,1588374304,1,0,https://codex.rhythm.cafe/VpE75jMvWbW5wLYHkPsuZU.png,https://cdn.discordapp.com/attachments/611380148431749151/705905325026312192/Various_-_Classy_Medley.rdzip,https://codex.rhythm.cafe/SMLT2Y3rXm2nKZ5HytbLEd.rdzip,https://codex.rhythm.cafe/WbwhfZdEP8vvAdGdj8jKF6.png,0.15,"[""Compo7"",""medley"",""classical music""]","[""Albertalberto"",""Xeno""]",1,1,1,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/705905325026312192/Various_-_Classy_Medley.rdzip,28fbDqhteri5mfJcQZ9mJA,1636984107,10,0
28nEvQDtWqANKT9RZYeFaC,Muse,Muscle Museum (Revengance),1,1,"RDSRT 2 Revengance Level, hope you like train rides.",162.16,154.0,1583196808,1,0,https://codex.rhythm.cafe/QkC3AeMrMFxAS3jGFJwHf3.png,https://cdn.discordapp.com/attachments/611380148431749151/684292788237500427/Muse_-_Muscle_Museum_Revengance.rdzip,https://codex.rhythm.cafe/AMxLY83Q8zZh695Y8uXX4c.rdzip,https://codex.rhythm.cafe/XJKrY8SBXnTvgEoGa4i34A.png,0.12,"[""RDSRT2""]","[""notDonte"",""Xeno""]",1,0,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/684292788237500427/Muse_-_Muscle_Museum_Revengance.rdzip,28nEvQDtWqANKT9RZYeFaC,1636984107,10,0
2Bjwt2myJkQWzfX1trbvUG,Xomu & Wisp X,Lumina,2,0,"RDRPG ROUND 1
-----------------------
Under lumious light...",125.0,125.0,1594380818,1,0,https://codex.rhythm.cafe/Rjozk66sYj3ApsyhowWwru.png,https://cdn.discordapp.com/attachments/611380148431749151/739682143764217976/Xomu__Wisp_X_-_Lumina.rdzip,https://codex.rhythm.cafe/3SC1oA73USg1EnFsDdRVXs.rdzip,,0.83,"[""RDRPG"",""Astral Overseer"",""CMYK"",""Pastel"",""Allegiant"",""조용한 밤"",""Slient Night"",""squareshot"",""RDRPG1""]","[""Astral Overseer"",""Pastel"",""CMYK"",""Allegiant""]",1,1,1,0,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/739682143764217976/Xomu__Wisp_X_-_Lumina.rdzip,2Bjwt2myJkQWzfX1trbvUG,1636984107,10,0
2CwZakQFLCRfVaQjYn6s2h,Koji Kondo,Slider,0,0,Race down the princess' secret slide!,175.75,175.75,1600729490,1,0,https://codex.rhythm.cafe/7NXvMdWHzvcD5ZXkWvsQFP.png,https://cdn.discordapp.com/attachments/611380148431749151/757844958823710820/Koji_Kondo_-_Slider.rdzip,https://codex.rhythm.cafe/R9qWGGDwyHWyVRaCgupg1.rdzip,,0.0,"[""super mario 64"",""slider"",""koji kondo""]","[""DeadlySprinklez""]",1,1,1,0,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/757844958823710820/Koji_Kondo_-_Slider.rdzip,2CwZakQFLCRfVaQjYn6s2h,1636984107,10,0
2DVQcAbP4cHTYbkPMQvibg,1f1n1ty,Woodfire,2,1,The Beginning of a long Journey,175.0,175.0,1624637548,1,0,https://codex.rhythm.cafe/QjpLmvH91gHLSAFmGAfJUL.png,https://cdn.discordapp.com/attachments/611380148431749151/858081703411056650/1f1n1ty_-_Woodfire.rdzip,https://codex.rhythm.cafe/6itLoUbKHtbFyVBx3dWote.rdzip,https://codex.rhythm.cafe/QeTCbVrzFqoTAEcCCkfADe.png,0.04,[],"[""April's Only Fool""]",1,1,1,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/858081703411056650/1f1n1ty_-_Woodfire.rdzip,2DVQcAbP4cHTYbkPMQvibg,1636987233,10,0
2Ec6eQGFWdtLPRMeh1CmzW,Zach Callison,Interlude IV,1,0,"My first level as of the Early Access Build! I'm also quite rusty now, so it definitely doesn't stand up to any of my other levels",60.0,59.5,1615408002,1,0,https://codex.rhythm.cafe/QNJ8MxhjsWKkoBesVoMSZo.png,https://cdn.discordapp.com/attachments/611380148431749151/819192018596266024/Zach_Callison_-_Interlude_IV.rdzip,https://codex.rhythm.cafe/NvhBQRKN7qWfWdptdQ322.rdzip,,0.0,"[""slow"",""Showtime""]","[""Healion123""]",1,1,1,1,0,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/819192018596266024/Zach_Callison_-_Interlude_IV.rdzip,2Ec6eQGFWdtLPRMeh1CmzW,1636984107,10,0
2EepStrZpC7dxhWZHg7L1H,Alice DJ,Better Off Alone,1,1,The electronic anthem of all time.,137.0,137.0,1616668214,1,0,https://codex.rhythm.cafe/Bc7buTWBxxeowBMKxrzeBi.png,https://cdn.discordapp.com/attachments/611380148431749151/824697549679886407/Alice_DJ_-_Better_Off_Alone.rdzip,https://codex.rhythm.cafe/FsuS6NCxLX2Mq3vMSBR5UG.rdzip,https://codex.rhythm.cafe/CKDTwQy91Rs8srUPwyPzr4.png,0.0,"[""electronic"",""2000s"",""B)""]","[""Paramocks""]",1,0,0,0,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/824697549679886407/Alice_DJ_-_Better_Off_Alone.rdzip,2EepStrZpC7dxhWZHg7L1H,1636984107,10,0
2Gh9tZ2ZdoA3gt7ezbVTqe,Exyl,Ping!,1,0,P I N G,142.86,142.86,1616253614,1,0,https://codex.rhythm.cafe/UnUoTuL4spwz67XobjR6nu.png,https://cdn.discordapp.com/attachments/611380148431749151/822717078058303488/Exyl_-_Ping.rdzip,https://codex.rhythm.cafe/Qcur6MULcgMXZKkACNDPAG.rdzip,,0.66,[],"[""ddrr0077""]",1,1,0,1,0,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/822717078058303488/Exyl_-_Ping.rdzip,2Gh9tZ2ZdoA3gt7ezbVTqe,1636984107,10,0
2JVduz9sTr3Jem1fevuwdo,CupcakKe,Duck Duck Goose,2,0,"Explicit lyrics.
Obviously.",105.0,105.0,1578938950,1,0,https://codex.rhythm.cafe/9D3G9b5FwUDUUfw91d1UvW.png,https://cdn.discordapp.com/attachments/611380148431749151/666449987688988693/goose.rdzip,https://codex.rhythm.cafe/BpcvUtMhs8DSXdAo8HnPLN.rdzip,,0.97,"[""???""]","[""Note""]",1,0,0,1,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/666449987688988693/goose.rdzip,2JVduz9sTr3Jem1fevuwdo,1636984107,10,0
2LfZigJznijQNqTBjbGCpY,LeaF,MopeMope,1,1,hah,200.0,100.0,1619294218,1,0,https://codex.rhythm.cafe/YTrUCnpS99UUanuzLbCFQR.png,https://cdn.discordapp.com/attachments/611380148431749151/835469472369344532/LeaF_-_MopeMope.rdzip,https://codex.rhythm.cafe/NLyrMx1X3hbQYUosk1ckT8.rdzip,https://codex.rhythm.cafe/Xm3AZL9aLzJwHVBmMyztVJ.png,0.31,[],"[""Teennis""]",1,1,0,0,0,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/835469472369344532/LeaF_-_MopeMope.rdzip,2LfZigJznijQNqTBjbGCpY,1636984107,10,0
2Ltmjcn8Y1ZTGrYD6zqrDk,Ricky Martin,Livin' La Vida Loca,3,0,Mrs Stevenson's birds are up to no good again... ...but this time they're downtown!,178.0,178.0,1622486042,1,0,https://codex.rhythm.cafe/2Js7JxHjw77DB58mbqDovL.png,https://cdn.discordapp.com/attachments/611380148431749151/848879719864074240/Ricky_Martin_-_Livin_La_Vida_Loca.rdzip,https://codex.rhythm.cafe/qFGJN6XMSHGPyczEe14b4.rdzip,https://codex.rhythm.cafe/YMxU142pgiJKPBXixGfuQ7.png,0.97,"[""1p"",""oneshots"",""syncopation"",""double oneshots""]","[""Pepperflash""]",1,1,1,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/848879719864074240/Ricky_Martin_-_Livin_La_Vida_Loca.rdzip,2Ltmjcn8Y1ZTGrYD6zqrDk,1636984107,10,0
2MXauJy1k4GtvUCboCkgGY,Derivakat,Why,1,0,"The lies that were told ended up making things worse for the hospital.

Special Thanks:
Prod for chart fixing
Healion for constantly saying ""It Hurts""",85.0,85.0,1624040342,1,0,https://codex.rhythm.cafe/5Q9rhHSDKwdVGDGJJDfpu7.png,https://cdn.discordapp.com/attachments/611380148431749151/855391622023086090/Derivakat_-_Why.rdzip,https://codex.rhythm.cafe/8gzgduvN6hYv1B6ZQBo9Yd.rdzip,https://codex.rhythm.cafe/DmZe7NqE9hNzQ6W2xqhCLz.png,0.08,"[""1p"",""synco"",""dream smp"",""asking for help"",""It Hurts""]","[""Lrial""]",1,0,0,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/855391622023086090/Derivakat_-_Why.rdzip,2MXauJy1k4GtvUCboCkgGY,1636984107,10,0
2NL7Jb4RbVr4ayiiwGxnpn,Daniel Olsen,Parallel Universes,1,1,"Emy takes an interdimensional road trip down memory lane.
Rhythm Doctor Community Remix 8",90.0,90.0,1587853082,1,0,https://codex.rhythm.cafe/656AZZdjUYwiYhEhPdtfrU.png,https://cdn.discordapp.com/attachments/611380148431749151/703810537808592956/Daniel_Olsen_-_Parallel_Universes.rdzip,https://codex.rhythm.cafe/3G7v2v9QNWJPRgkA4y8CX1.rdzip,https://codex.rhythm.cafe/MTzmqGLmxqtr4TTCWCS8i1.png,0.83,"[""knee"",""oneshots"",""community remix""]","[""Kneeckoh""]",1,1,0,0,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/703810537808592956/Daniel_Olsen_-_Parallel_Universes.rdzip,2NL7Jb4RbVr4ayiiwGxnpn,1636984107,10,0
2NjeY96Lai9TFpoHDzCPJU,Sam Ock,Rest Easy,0,0,"One day, but 'till then, I'll rest easy.",88.0,88.0,1594487182,1,1,https://codex.rhythm.cafe/LPZDgRUVZ96R6zrh4HvdGL.png,https://cdn.discordapp.com/attachments/611380148431749151/731542449079451678/Sam_Ock_-_Rest_Easy.rdzip,https://codex.rhythm.cafe/7yCkWbsqJQSp6QK3aVtYC7.rdzip,https://codex.rhythm.cafe/HQ7QtVPPmfBkmiMARMbKRL.png,0.09,"[""slow"",""1p"",""lyrics"",""slowandsteady""]","[""Kin""]",1,1,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/731542449079451678/Sam_Ock_-_Rest_Easy.rdzip,2NjeY96Lai9TFpoHDzCPJU,1636984107,10,0
2RrRGXoowv12ZUJPsky8b5,Toby Fox,THE WORLD REVOLVING,3,0,"As I've once described it, this song is ""A heckuva oompah""

Good luck, it's probably my hardest level yet.",190.0,190.0,1569258842,1,0,https://codex.rhythm.cafe/TJtSHcJMZZPradgaYHBzhC.png,https://cdn.discordapp.com/attachments/611380148431749151/625847890199314442/Toby_Fox_-_THE_WORLD_REVOLVING.rdzip,https://codex.rhythm.cafe/Kep6xqQfi6FUySttSzyyL6.rdzip,https://codex.rhythm.cafe/FGNJVd4WixDFuHSo8X74Jd.png,0.59,"[""akayashi"",""deltarune"",""nutdealer"",""multiple classic rows""]","[""Plastermaster""]",1,1,0,0,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/625847890199314442/Toby_Fox_-_THE_WORLD_REVOLVING.rdzip,2RrRGXoowv12ZUJPsky8b5,1636984107,10,0
2RykqD8CKAGrNFgkkTBMJe,CAROLE & TUESDAY (Vo. Nai Br. XX & Celeina Ann),Someday I'll Find My Way Home,1,0,"umm, yeah
carole and tuesday
go watch their series in netflix, they're really cool",160.0,160.0,1603891942,1,0,https://codex.rhythm.cafe/WEoA6sTmWbFKByYPW5qNhb.png,https://cdn.discordapp.com/attachments/611380148431749151/771111834030833734/CAROLE__TUESDAY_Vo._Nai_Br._XX__Celeina_Ann_-_Someday_Ill_Find_My_Way_Home.rdzip,https://codex.rhythm.cafe/BbW97YbMkqvfx9N85vDNBA.rdzip,,0.08,"[""carole and tuesday"",""guitar"",""piano"",""choir"",""1p""]","[""Remy55""]",1,0,0,1,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/771111834030833734/CAROLE__TUESDAY_Vo._Nai_Br._XX__Celeina_Ann_-_Someday_Ill_Find_My_Way_Home.rdzip,2RykqD8CKAGrNFgkkTBMJe,1636984107,10,0
2TVyWKSzs38BhS32SGR8fE,Virgill,Rigit Obstacles,0,0,Short level with some old tracker music. Experimental.,100.0,100.0,1595460796,1,1,https://codex.rhythm.cafe/TkT35Z3x9WnuCBEVurckzx.png,https://cdn.discordapp.com/attachments/611380148431749151/737056289095549008/Virgill_-_Rigit_Obstacles.rdzip,https://codex.rhythm.cafe/4w8PhnYQ3WMPBLsb9V8omC.rdzip,https://codex.rhythm.cafe/FjqHh5MKYJcYPXc3WQjVVM.png,0.31,"[""retro"",""scanlines"",""2p"",""yeah""]","[""Saladplainzone""]",1,1,0,1,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/737056289095549008/Virgill_-_Rigit_Obstacles.rdzip,2TVyWKSzs38BhS32SGR8fE,1636984107,10,0
2TdRZN16CDz4BVQVteD9xH,Valerie Halla,Trans-Neptunian Object,2,0,You ever just feel like you're from another planet?,110.0,110.0,1616232250,1,0,https://codex.rhythm.cafe/7k5eQBaFLY3ivZvXiDnmbJ.png,https://cdn.discordapp.com/attachments/611380148431749151/822868511302615040/TransNeptunianObject.rdzip,https://codex.rhythm.cafe/SEhMf27ht6LdpMm1urRe2r.rdzip,https://codex.rhythm.cafe/AZGNxjob59cACLFohRipbn.png,0.52,"[""slow"",""chiptune"",""space"",""heldbeats""]","[""megaminerzero""]",1,0,0,0,1,1,rdl,https://cdn.discordapp.com/attachments/611380148431749151/822868511302615040/TransNeptunianObject.rdzip,2TdRZN16CDz4BVQVteD9xH,1636984107,10,0
2V97EzntxVmVADY4ZtiFBb,Eternia Decresent,Etude of farewell,0,0,"I composed song for this level
Have fun!",143.0,143.0,1597706602,1,0,https://codex.rhythm.cafe/ECpsaBWCRAbckRYccUCq9i.png,https://cdn.discordapp.com/attachments/611380148431749151/744925900436668467/Eternia_Decresent_-_Etude_of_farewell.rdzip,https://codex.rhythm.cafe/USB4RN653juadu1Sm2yLTv.rdzip,,0.5,"[""piano""]","[""Eternia Decresent(Astral Overseer)""]",1,0,0,1,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/744925900436668467/Eternia_Decresent_-_Etude_of_farewell.rdzip,2V97EzntxVmVADY4ZtiFBb,1636984107,10,0
2VZwMgo6y9DANDCNaXamNG,Xomu,Lanterns,3,1,"<color=#FF3838>s m r i</color>
<color=#383AFF> a u a</color>",128.0,128.0,1623969902,0,1,https://codex.rhythm.cafe/2jTnQxqRxPgAW4rwgc32xb.png,https://cdn.discordapp.com/attachments/611380148431749151/855080930472886272/Xomu_-_LanternsVer2.rdzip,https://codex.rhythm.cafe/AnvHEmN3mfiBNF6XMhiH9o.rdzip,,0.1,"[""2p""]","[""Ekmung""]",1,1,0,1,1,1,rdl,https://cdn.discordapp.com/attachments/611380148431749151/855080930472886272/Xomu_-_LanternsVer2.rdzip,2VZwMgo6y9DANDCNaXamNG,1636984107,10,0
2WHeG7mthC196jBCA95diU,Christina Antoinette Neofotistou,Title Music (Night Shift),2,0,Switch between the... 4... heroes to win...!,240.0,120.0,1611341268,1,0,https://codex.rhythm.cafe/FvL3ViYEUEPFFRjWLGZCeW.png,https://cdn.discordapp.com/attachments/611380148431749151/802233728578355251/moon_shift_v2.rdzip,https://codex.rhythm.cafe/LBJ4ip8w5RX3e8AUiVqcgb.rdzip,,0.72,"[""heart star"",""gimmick"",""kinda not"",""night shift"",""flash game""]","[""KirbyCreep""]",1,1,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/802233728578355251/moon_shift_v2.rdzip,2WHeG7mthC196jBCA95diU,1636984107,10,0
2X9RDsHPxTZBZb3KYGLTTi,DropLikeAnECake,Our Broken Constellations,2,0,so I had the idea of making a level in r1 but apparently you can't make a long level in r1 so I remade it here.,60.0,60.0,1592059780,1,0,https://codex.rhythm.cafe/JFgN1fPN8BpMhCXG1czRDB.png,https://cdn.discordapp.com/attachments/611380148431749151/721346629877104730/DropLikeAnECake_-_Our_Broken_Constellations.rdzip,https://codex.rhythm.cafe/KGvgoVPCEbCwYPMNVRqPpy.rdzip,https://codex.rhythm.cafe/UArBVhaN5cvCCZmL3Pyb6w.png,0.74,"[""slow"",""r1"",""megalovania""]","[""KirbyCreep""]",1,0,0,0,0,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/721346629877104730/DropLikeAnECake_-_Our_Broken_Constellations.rdzip,2X9RDsHPxTZBZb3KYGLTTi,1636940011,10,0
2XAN4MRgnWt86fg6VMZSmc,Marianas Trench,Rhythm Of Your Heart,1,0,"According to the song title, this is perfect for Rhythm Doctor.

Level by Afterglow Ampharos with VFX help from Helix.",104.0,104.0,1613934128,1,0,https://codex.rhythm.cafe/LeW7q1vBR3FeS8KGGX4Ew9.png,https://cdn.discordapp.com/attachments/611380148431749151/813248226659401788/Marianas_Trench_-_Rhythm_Of_Your_Heart.rdzip,https://codex.rhythm.cafe/8xgcZqAc8ruMJyMXFU7XoK.rdzip,https://codex.rhythm.cafe/3vnLPYXWw6GmMBBmQBxEJs.png,0.0,"[""rhythm"",""heart""]","[""Afterglow Ampharos"",""Helix""]",1,0,1,0,0,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/813248226659401788/Marianas_Trench_-_Rhythm_Of_Your_Heart.rdzip,2XAN4MRgnWt86fg6VMZSmc,1636984107,10,0
2dX8TYU9UFddFHfT6mymjG,Stratales,Flavored Ice,1,0,I wanted to go for something more gimmick-based than VFX. This gimmick switches the row's tick.,160.0,160.0,1593074206,1,0,https://codex.rhythm.cafe/PXwZ9LRFqrHnR3Nhg5KuE7.png,https://cdn.discordapp.com/attachments/611380148431749151/725691826564235314/Stratales_-_Flavored_Ice.rdzip,https://codex.rhythm.cafe/LS132e2e542dHtRGQ8sZdK.rdzip,https://codex.rhythm.cafe/5GwUKZPYz3tCjSuydJEpbY.png,0.0,"[""fast"",""pop"",""funk"",""oneshot"",""swing""]","[""MarioMak967""]",1,1,0,1,1,0,yeoldesheet,https://cdn.discordapp.com/attachments/611380148431749151/725691826564235314/Stratales_-_Flavored_Ice.rdzip,2dX8TYU9UFddFHfT6mymjG,1636984107,10,0
2eeEPxjKbwwBcCuEJcfgVG,かめりあ (Camellia),crystallized,0,1,"#1
They were finally crystallized.",174.0,174.0,1620738468,1,0,https://codex.rhythm.cafe/CNARf6gH9wFWhTuCb5AAFV.png,https://cdn.discordapp.com/attachments/611380148431749151/841539010530246666/Camellia_-_crystallized.rdzip,https://codex.rhythm.cafe/AvE2nLvrZwwACZHUyXSfEu.rdzip,https://codex.rhythm.cafe/Pfihh7XJnC9HCnTfiesy4x.png,0.51,"[""1p"",""crystal"",""tresillo"",""camellia""]","[""PowerFactory""]",1,1,1,1,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/841539010530246666/Camellia_-_crystallized.rdzip,2eeEPxjKbwwBcCuEJcfgVG,1636984107,10,0
2fkM7CqFHLMqQPs3vNWcnn,Dexys Midnight Runners,Come On Eileen,1,0,"yeah i couldnt really find a high quality image

",249.0,103.0,1624659888,1,0,https://codex.rhythm.cafe/DoYjw9EQ5qJR1FnnHS3Vuk.png,https://cdn.discordapp.com/attachments/611380148431749151/858126753246347314/Dexys_Midnight_Runners_-_Come_On_Eileen.rdzip,https://codex.rhythm.cafe/4k7W44GGJnb7zv6wZUQi7R.rdzip,,0.1,"[""come"",""on"",""eileen"",""tough"",""shrebbyyyy"",""dexys"",""midnight"",""runners""]","[""Shrebbyyyy""]",1,0,0,1,0,1,rdl,https://cdn.discordapp.com/attachments/611380148431749151/858126753246347314/Dexys_Midnight_Runners_-_Come_On_Eileen.rdzip,2fkM7CqFHLMqQPs3vNWcnn,1636984107,10,0
2gr1o3pcb5bymjbt6b7bxY,Toby Fox,Pathetic House,0,0,Tutorial for the Palpitations Type C gimmick,65.0,65.0,1616824378,1,0,https://codex.rhythm.cafe/BdTewVcVoMQ2BR4HDFyRKu.png,https://cdn.discordapp.com/attachments/611380148431749151/825306754337865758/Toby_Fox_-_Pathetic_House.rdzip,https://codex.rhythm.cafe/7US4vJa8MXwFDJbL3do38i.rdzip,https://codex.rhythm.cafe/YR1ERaYsaqMKnCn7VrBgHj.png,0.3,"[""1p"",""tutorial"",""undertale"",""Palpitations Type C""]","[""Bayou""]",1,0,0,0,1,0,rdl,https://cdn.discordapp.com/attachments/611380148431749151/825306754337865758/Toby_Fox_-_Pathetic_House.rdzip,2gr1o3pcb5bymjbt6b7bxY,1636984107,10,0
